Date,Solidary,Anti-Solidary,Other,10 most common hashtags
2020-05-23,716,68,65,leavenoonebehind: 538	refugees: 154	evacuatenow: 99	refugeeswelcome: 65	covid19: 58	refugee: 40	seebrücke: 39	moria: 37	wirhabenplatz: 33	ambazonia: 29	
2020-05-24,399,80,61,leavenoonebehind: 235	refugees: 148	covid19: 48	refugee: 47	refugeeswelcome: 44	b2405: 34	flüchtlinge: 23	wirhabenplatz: 23	evacuatenow: 20	seebrücke: 17	
2020-05-25,421,54,72,leavenoonebehind: 199	refugees: 170	refugee: 66	covid19: 65	refugeeswelcome: 56	wirhabenplatz: 30	flüchtlinge: 28	le2505: 25	migrants: 24	ggultras: 22	
2020-05-26,464,70,89,refugees: 241	leavenoonebehind: 189	covid19: 84	migrants: 61	refugee: 59	refugeeswelcome: 42	flüchtlinge: 39	coronavirus: 26	covid__19: 23	healthforall: 23	
2020-05-27,514,73,80,refugees: 232	leavenoonebehind: 218	refugee: 108	covid19: 98	refugeeswelcome: 55	flüchtlinge: 28	syria: 23	migrants: 23	children: 21	wirhabenplatz: 19	
2020-05-28,630,54,86,refugees: 359	leavenoonebehind: 232	covid19: 95	refugee: 66	refugeeswelcome: 49	migrants: 43	flüchtlinge: 28	genocide: 25	ambazonia: 24	asylumseekers: 20	
2020-05-29,483,55,78,refugees: 242	leavenoonebehind: 196	covid19: 94	refugee: 60	refugeeswelcome: 34	asylumseekers: 31	migrants: 29	rohingya: 24	flüchtlinge: 20	seenotrettung: 18	
2020-05-30,295,57,45,refugees: 136	leavenoonebehind: 135	covid19: 55	refugeeswelcome: 36	refugee: 32	flüchtlinge: 22	asylumseekers: 15	rohingya: 14	migrants: 14	moria: 13	
2020-05-31,315,57,33,refugees: 141	leavenoonebehind: 124	covid19: 48	refugeeswelcome: 39	refugee: 33	unhcr: 23	flüchtlinge: 17	seenotrettung: 15	humanrights: 15	asylumseekers: 14	
2020-06-01,595,52,48,refugeeswelcome: 249	refugees: 206	leavenoonebehind: 141	covid19: 80	refugee: 58	migrants: 30	blacklivesmatter: 21	asylumseekers: 21	humanrights: 17	flüchtlinge: 16	
2020-06-02,549,62,211,leavenoonebehind: 413	refugees: 179	helpnrisreturntousa: 179	dontcancelconnectingflights: 164	refugeeswelcome: 94	covid19: 77	refugee: 74	needconnectingflightsfrommaa: 58	rohingya: 30	asylumseekers: 27	
2020-06-03,506,60,108,refugees: 242	leavenoonebehind: 206	covid19: 104	refugee: 83	refugeeswelcome: 81	migrants: 36	asylumseekers: 32	helpnrisreturntousa: 29	dontcancelconnectingflights: 25	coronavirus: 22	
2020-06-04,477,65,87,refugees: 232	leavenoonebehind: 186	covid19: 98	refugee: 83	refugeeswelcome: 70	migrants: 28	blacklivesmatter: 24	rohingya: 20	humanrights: 18	coronavirus: 17	
2020-06-05,453,43,70,refugees: 201	leavenoonebehind: 185	refugeeswelcome: 69	covid19: 69	refugee: 65	asylumseekers: 27	worldenvironmentday: 23	blacklivesmatter: 18	flüchtlinge: 17	rohingya: 15	
2020-06-06,377,47,59,refugees: 182	leavenoonebehind: 133	refugeeswelcome: 54	covid19: 47	refugee: 44	iran: 37	blacklivesmatter: 30	unhcr: 22	asylumseekers: 19	humanrights: 19	
2020-06-07,296,66,56,refugees: 137	leavenoonebehind: 113	covid19: 50	refugeeswelcome: 46	refugee: 40	blacklivesmatter: 35	rohingya: 21	flüchtlinge: 18	asylumseekers: 18	seenotrettung: 18	
2020-06-08,389,40,66,refugees: 195	leavenoonebehind: 131	refugee: 69	covid19: 60	refugeeswelcome: 53	asylumseekers: 18	migrants: 18	humanrights: 14	blacklivesmatter: 14	flüchtlinge: 14	
2020-06-09,535,74,87,refugees: 236	leavenoonebehind: 204	covid19: 102	seenotrettung: 84	refugee: 79	refugeeswelcome: 58	rohingya: 29	asylumseekers: 29	scheuer: 24	flüchtlinge: 24	
2020-06-10,521,78,67,refugees: 213	leavenoonebehind: 206	covid19: 105	refugee: 68	refugeeswelcome: 59	seenotrettung: 52	flüchtlinge: 41	asylumseekers: 37	migrants: 31	rohingya: 18	
2020-06-11,539,73,99,refugees: 233	leavenoonebehind: 188	covid19: 79	refugeeswelcome: 75	asylumseekers: 74	refugee: 70	seenotrettung: 37	blacklivesmatter: 33	migrants: 25	flüchtlinge: 24	
2020-06-12,495,48,64,refugees: 226	leavenoonebehind: 165	refugee: 75	covid19: 73	refugeeswelcome: 65	asylumseekers: 39	humanrights: 27	refugeeweek2020: 24	rohingya: 23	migrants: 22	
2020-06-13,460,54,43,refugees: 213	leavenoonebehind: 164	refugee: 69	refugeeswelcome: 57	covid19: 46	manus: 33	nauru: 33	syria: 29	love: 27	afghanistan: 26	
2020-06-14,358,75,49,refugees: 161	leavenoonebehind: 133	refugeeswelcome: 55	refugee: 42	covid19: 39	flüchtlinge: 34	unteilbar: 34	blacklivesmatter: 31	sogehtsolidarisch: 30	asylumseekers: 27	
2020-06-15,733,71,101,refugees: 352	leavenoonebehind: 197	refugeeweek2020: 143	refugeeswelcome: 112	refugee: 111	covid19: 90	refugeeweek: 74	seenotrettung: 46	worldrefugeeday: 45	asylumseekers: 44	
2020-06-16,750,81,75,refugees: 369	leavenoonebehind: 194	refugee: 140	refugeeweek2020: 121	refugeeswelcome: 112	worldrefugeeday: 72	covid19: 71	refugeeweek: 58	asylumseekers: 32	flüchtlinge: 29	
2020-06-17,868,86,96,refugees: 418	refugeeswelcome: 209	leavenoonebehind: 190	refugee: 168	refugeeweek2020: 127	covid19: 91	worldrefugeeday: 69	refugeeweek: 63	asylumseekers: 42	migrants: 38	
2020-06-18,964,60,97,refugees: 510	refugeeswelcome: 191	refugee: 182	worldrefugeeday: 151	leavenoonebehind: 139	refugeeweek2020: 128	covid19: 113	refugeeweek: 55	wrd2020: 47	withrefugees: 44	
2020-06-19,1344,64,137,refugees: 934	worldrefugeeday: 599	fintech: 303	finclusion: 303	refugee: 195	leavenoonebehind: 193	covid19: 137	refugeeswelcome: 119	refugeeweek2020: 116	refugeeweek: 62	
2020-06-20,2704,113,145,refugees: 1639	worldrefugeeday: 1609	refugee: 538	refugeeswelcome: 458	worldrefugeeday2020: 292	leavenoonebehind: 291	refugeeday: 270	withrefugees: 255	covid19: 228	refugeeweek2020: 127	
2020-06-21,635,158,74,refugees: 309	refugeeswelcome: 147	worldrefugeeday: 141	refugee: 119	leavenoonebehind: 105	covid19: 58	stuttgart: 57	refugeeweek2020: 50	flüchtlinge: 47	refugeeday: 36	
2020-06-22,666,154,108,refugees: 356	leavenoonebehind: 147	refugee: 125	refugeeswelcome: 118	covid19: 88	worldrefugeeday: 74	asylumseekers: 56	flüchtlinge: 37	wirschaffendas: 36	withrefugees: 31	
2020-06-23,621,93,94,refugees: 343	leavenoonebehind: 145	refugee: 130	refugeeswelcome: 83	covid19: 63	asylumseekers: 41	worldrefugeeday: 35	flüchtlinge: 34	migrants: 28	seenotrettung: 24	
2020-06-24,576,108,90,refugees: 287	leavenoonebehind: 171	refugeeswelcome: 98	refugee: 94	covid19: 61	flüchtlinge: 41	rohingya: 28	asylumseekers: 26	worldrefugeeday: 20	migrants: 19	
2020-06-25,570,83,104,refugees: 334	leavenoonebehind: 126	refugee: 88	asylumseekers: 81	covid19: 69	refugeeswelcome: 64	flüchtlinge: 37	immigration: 35	aacovidwarrior: 29	migrants: 23	
2020-06-26,716,126,84,refugees: 360	refugeeswelcome: 158	leavenoonebehind: 156	asylumseekers: 109	refugee: 93	covid19: 65	glasgow: 58	deportallrefugees: 40	migrants: 36	rohingya: 28	
2020-06-27,439,73,46,refugees: 187	refugeeswelcome: 101	leavenoonebehind: 90	asylumseekers: 63	refugee: 61	covid19: 48	glasgow: 33	rohingya: 21	migrants: 18	seenotrettung: 16	
2020-06-28,325,57,58,refugees: 159	leavenoonebehind: 82	refugeeswelcome: 59	asylumseekers: 56	covid19: 56	refugee: 51	humanrights: 18	rohingya: 17	flüchtlinge: 17	seenotrettung: 17	
2020-06-29,474,60,79,refugees: 257	leavenoonebehind: 125	refugee: 89	covid19: 74	asylumseekers: 51	refugeeswelcome: 44	seenotrettung: 37	humanrights: 23	syria: 17	flüchtlinge: 16	
2020-06-30,573,61,124,refugees: 291	refugee: 174	leavenoonebehind: 122	covid19: 75	refugeeswelcome: 66	asylumseekers: 63	syria: 38	syriaconf2020: 35	flüchtlinge: 33	migrants: 28	
2020-07-01,504,82,102,refugees: 213	leavenoonebehind: 177	refugee: 111	refugeeswelcome: 69	asylumseekers: 67	covid19: 50	seenotrettung: 31	flüchtlinge: 29	rohingya: 20	eu: 20	
2020-07-02,549,74,85,refugees: 263	leavenoonebehind: 162	refugee: 96	covid19: 76	refugeeswelcome: 72	asylumseekers: 67	auspol: 29	seenotrettung: 25	migrants: 23	flüchtlinge: 23	
2020-07-03,486,64,86,refugees: 300	rohingya: 111	leavenoonebehind: 111	refugeeswelcome: 70	refugee: 62	asylumseekers: 43	covid19: 42	flüchtlinge: 35	auspol: 24	seenotrettung: 22	
2020-07-04,355,81,48,refugees: 175	leavenoonebehind: 79	refugeeswelcome: 69	refugee: 47	seenotrettung: 39	rohingya: 38	covid19: 35	flüchtlinge: 34	oceanviking: 25	asylumseekers: 21	
2020-07-05,266,72,61,refugees: 152	leavenoonebehind: 75	refugeeswelcome: 41	flüchtlinge: 32	refugee: 28	seenotrettung: 25	asylumseekers: 23	covid19: 21	migrants: 18	rohingya: 15	
2020-07-06,452,59,75,refugees: 222	leavenoonebehind: 124	refugee: 85	covid19: 60	refugeeswelcome: 48	seenotrettung: 34	asylumseekers: 29	migrants: 27	flüchtlinge: 25	humanrights: 20	
2020-07-07,549,116,132,refugees: 255	leavenoonebehind: 203	seenotrettung: 102	refugee: 91	covid19: 77	refugeeswelcome: 48	asylumseekers: 42	turkey: 38	eu: 36	seehofer: 35	
2020-07-08,516,103,88,refugees: 232	leavenoonebehind: 182	covid19: 99	refugee: 94	seenotrettung: 60	asylumseekers: 52	flüchtlinge: 50	refugeeswelcome: 41	hlpf2020: 34	eu: 23	
2020-07-09,567,89,88,refugees: 282	leavenoonebehind: 164	covid19: 89	refugee: 86	asylumseekers: 77	refugeeswelcome: 64	seenotrettung: 51	flüchtlinge: 25	auspol: 23	hlpf2020: 23	
2020-07-10,428,61,58,refugees: 210	leavenoonebehind: 133	refugee: 78	covid19: 68	refugeeswelcome: 54	asylumseekers: 38	flüchtlinge: 28	auspol: 17	hlpf2020: 16	migrants: 14	
2020-07-11,309,72,41,refugees: 153	leavenoonebehind: 74	refugeeswelcome: 52	refugee: 50	asylumseekers: 39	covid19: 38	flüchtlinge: 32	migrants: 15	seenotrettung: 13	asylum: 12	
2020-07-12,237,101,41,refugees: 142	leavenoonebehind: 54	refugee: 41	flüchtlinge: 40	refugeeswelcome: 38	covid19: 31	asylumseekers: 19	remigration: 17	fluechtlinge: 16	auspol: 15	
2020-07-13,454,69,79,refugees: 215	leavenoonebehind: 160	refugee: 84	covid19: 63	refugeeswelcome: 63	hlpf2020: 54	asylumseekers: 30	flüchtlinge: 29	kenyavnr2020: 29	decadeofactiononsdgs: 27	
2020-07-14,474,65,77,refugees: 207	leavenoonebehind: 145	refugee: 90	refugeeswelcome: 75	covid19: 64	asylumseekers: 42	flüchtlinge: 27	seenotrettung: 25	asylum: 22	migrants: 21	
2020-07-15,462,41,80,refugees: 219	leavenoonebehind: 142	refugee: 83	refugeeswelcome: 71	covid19: 51	asylumseekers: 48	flüchtlinge: 19	hlpf2020: 18	seenotrettung: 16	sdgs: 16	
2020-07-16,458,49,91,leavenoonebehind: 201	refugees: 193	refugee: 79	covid19: 66	refugeeswelcome: 47	asylumseekers: 34	sdgs: 27	hlpf2020: 25	seenotrettung: 24	flüchtlinge: 16	
2020-07-17,429,60,56,refugees: 188	leavenoonebehind: 164	refugee: 82	covid19: 58	refugeeswelcome: 49	migrants: 21	flüchtlinge: 18	asylumseekers: 17	sdgs: 17	syria: 17	
2020-07-18,310,55,56,refugees: 160	leavenoonebehind: 121	refugeeswelcome: 46	covid19: 41	refugee: 40	mandeladay: 33	endpoverty: 32	mandeladay2020: 32	tacklinginequality: 30	mandelaeffect: 26	
2020-07-19,283,103,50,refugees: 182	leavenoonebehind: 55	refugee: 48	refugeeswelcome: 41	covid19: 35	flüchtlinge: 31	asylumseekers: 30	7yearstoolong: 27	auspol: 24	remigration: 24	
2020-07-20,395,83,55,refugees: 207	leavenoonebehind: 103	refugee: 81	refugeeswelcome: 59	covid19: 49	flüchtlinge: 26	seenotrettung: 26	auspol: 18	asylumseekers: 17	rohingya: 14	
2020-07-21,406,53,74,refugees: 274	leavenoonebehind: 100	idps: 81	refugee: 74	covid19: 58	refugeeswelcome: 48	justice: 41	armenia: 40	azerbaijani: 39	asylumseekers: 24	
2020-07-22,501,82,92,refugees: 298	refugee: 119	leavenoonebehind: 107	covid19: 66	refugeeswelcome: 54	asylumseekers: 50	migrants: 47	migration: 44	turkey: 41	greece: 37	
2020-07-23,538,107,107,refugees: 295	leavenoonebehind: 158	refugeeswelcome: 84	refugee: 81	covid19: 78	asylumseekers: 49	seenotrettung: 44	flüchtlinge: 39	canada: 32	migrants: 31	
2020-07-24,493,73,114,refugees: 255	leavenoonebehind: 133	refugeeswelcome: 88	refugee: 82	asylumseekers: 66	covid19: 66	auspol: 38	humanrights: 37	flüchtlinge: 36	migration: 32	
2020-07-25,343,66,43,refugees: 135	refugeeswelcome: 113	leavenoonebehind: 80	repealtheban: 75	nobanact: 75	refugee: 50	covid19: 32	seenotrettung: 31	asylumseekers: 22	flüchtlinge: 20	
2020-07-26,336,71,42,refugees: 131	refugeeswelcome: 99	leavenoonebehind: 66	refugee: 64	repealtheban: 52	nobanact: 52	seenotrettung: 35	covid19: 24	flüchtlinge: 23	migrants: 22	
2020-07-27,411,67,85,refugees: 217	refugee: 84	leavenoonebehind: 82	refugeeswelcome: 71	covid19: 51	seenotrettung: 35	flüchtlinge: 33	rohingya: 21	asylumseekers: 20	refugeecrisis: 17	
2020-07-28,412,100,61,refugees: 203	leavenoonebehind: 112	refugee: 109	refugeeswelcome: 71	covid19: 58	flüchtlinge: 26	tommyrobinson: 24	migrants: 23	asylumseekers: 22	seenotrettung: 17	
2020-07-29,442,110,64,refugees: 241	leavenoonebehind: 126	refugee: 81	refugeeswelcome: 74	covid19: 51	flüchtlinge: 38	seenotrettung: 37	migrants: 36	asylumseekers: 32	asylum: 19	
2020-07-30,535,154,91,refugees: 207	leavenoonebehind: 185	refugeeswelcome: 102	refugee: 92	seenotrettung: 77	flüchtlinge: 74	covid19: 55	seehofer: 53	asylumseekers: 35	berlin: 34	
2020-07-31,462,196,88,seenotrettung: 179	refugees: 174	leavenoonebehind: 155	refugee: 65	flüchtlinge: 62	refugeeswelcome: 57	covid19: 56	asylumseekers: 42	merz: 25	migrants: 23	
2020-08-01,258,94,47,refugees: 134	leavenoonebehind: 68	seenotrettung: 48	refugeeswelcome: 45	refugee: 42	flüchtlinge: 35	covid19: 23	migrants: 22	asylumseekers: 20	rohingya: 11	
2020-08-02,238,85,38,refugees: 98	leavenoonebehind: 73	seenotrettung: 51	refugee: 47	refugeeswelcome: 31	covid19: 24	flüchtlinge: 23	migrants: 16	asylumseekers: 12	humanrights: 9	
2020-08-03,318,82,63,refugees: 147	leavenoonebehind: 76	seenotrettung: 65	refugee: 50	refugeeswelcome: 45	covid19: 41	asylumseekers: 33	migrants: 22	flüchtlinge: 19	wirschaffendas: 14	
2020-08-04,422,134,66,refugees: 208	leavenoonebehind: 120	refugeeswelcome: 80	moria: 66	refugee: 63	covid19: 54	laschet: 51	flüchtlinge: 47	asylumseekers: 47	seenotrettung: 45	
2020-08-05,402,70,54,refugees: 197	leavenoonebehind: 97	refugee: 82	asylumseekers: 55	refugeeswelcome: 54	unhcr: 42	covid19: 42	malaysia: 36	flüchtlinge: 27	seenotrettung: 22	
2020-08-06,407,62,55,refugees: 207	leavenoonebehind: 89	refugeeswelcome: 70	refugee: 67	seenotrettung: 62	covid19: 46	asylumseekers: 44	migrants: 31	seawatch4: 31	children: 17	
2020-08-07,496,143,79,refugees: 265	refugeeswelcome: 159	leavenoonebehind: 113	refugee: 57	asylumseekers: 52	flüchtlinge: 48	covid19: 37	seehofer: 34	seenotrettung: 32	migrants: 31	
2020-08-08,712,120,87,refugees: 418	refugeeswelcome: 383	asylumseekers: 80	unhcr: 74	peace: 71	malaysia: 69	love: 68	help: 68	leavenoonebehind: 67	community: 67	
2020-08-09,2088,326,81,refugeeswelcome: 1936	refugees: 390	asylumseekers: 102	refugee: 93	unhcr: 80	malaysia: 77	migrants: 76	help: 76	community: 75	love: 75	
2020-08-10,1183,176,95,refugeeswelcome: 692	refugees: 453	asylumseekers: 151	refugee: 118	leavenoonebehind: 79	covid19: 72	children: 60	migrants: 60	unhcr: 55	community: 53	
2020-08-11,1848,229,143,refugeeswelcome: 1204	refugees: 765	asylumseekers: 194	unhcr: 123	community: 116	malaysia: 113	leavenoonebehind: 112	help: 111	peace: 109	love: 109	
2020-08-12,1210,165,131,refugeeswelcome: 648	refugees: 497	asylumseekers: 143	leavenoonebehind: 140	refugee: 112	migrants: 75	covid19: 69	benandjerrys: 48	uk: 35	flüchtlinge: 32	
2020-08-13,928,106,72,refugeeswelcome: 553	refugees: 307	safepassage: 168	asylumseekers: 106	leavenoonebehind: 97	refugee: 80	unhcr: 60	malaysia: 54	community: 50	migrants: 49	
2020-08-14,763,104,93,refugeeswelcome: 359	refugees: 277	asylumseekers: 106	leavenoonebehind: 92	refugee: 82	safepassage: 73	covid19: 44	unhcr: 43	malaysia: 39	seenotrettung: 39	
2020-08-15,633,123,64,refugees: 300	refugeeswelcome: 289	unhcr: 113	malaysia: 109	leavenoonebehind: 76	seenotrettung: 71	community: 70	asylumseekers: 57	refugee: 55	help: 53	
2020-08-16,667,143,53,refugees: 341	refugeeswelcome: 316	unhcr: 132	malaysia: 128	seenotrettung: 103	community: 87	asylumseekers: 71	help: 62	peace: 61	leavenoonebehind: 54	
2020-08-17,780,102,69,refugeeswelcome: 424	refugees: 294	safepassage: 210	leavenoonebehind: 70	refugee: 70	asylumseekers: 61	unhcr: 48	covid19: 45	migrants: 44	flüchtlinge: 42	
2020-08-18,676,60,76,refugees: 323	refugeeswelcome: 279	leavenoonebehind: 97	malaysia: 89	unhcr: 88	refugee: 74	community: 68	asylumseekers: 62	seenotrettung: 52	covid19: 49	
2020-08-19,1160,186,102,refugeeswelcome: 553	refugees: 487	refugee: 147	leavenoonebehind: 135	worldhumanitarianday: 98	unhcr: 75	covid19: 74	migrants: 74	malaysia: 68	asylumseekers: 67	
2020-08-20,886,163,145,refugees: 366	refugeeswelcome: 346	leavenoonebehind: 195	refugee: 136	asylumseekers: 118	unhcr: 95	malaysia: 85	atuinnovationchallenge: 61	covid19: 58	help: 57	
2020-08-21,817,101,99,refugeeswelcome: 431	refugees: 295	leavenoonebehind: 130	refugee: 86	asylumseekers: 75	covid19: 54	migrants: 35	seenotrettung: 35	unhcr: 30	malaysia: 26	
2020-08-22,497,83,49,refugeeswelcome: 258	refugees: 230	unhcr: 79	malaysia: 76	help: 72	children: 71	peace: 70	love: 67	leavenoonebehind: 65	un: 63	
2020-08-23,391,104,57,refugees: 190	refugeeswelcome: 174	leavenoonebehind: 60	refugee: 39	seenotrettung: 37	covid19: 31	asylumseekers: 28	unhcr: 25	flüchtlinge: 25	merkel: 23	
2020-08-24,556,112,71,refugees: 283	refugeeswelcome: 150	leavenoonebehind: 89	refugee: 79	seenotrettung: 68	unhcr: 62	malaysia: 60	seawatch4: 42	covid19: 40	asylumseekers: 33	
2020-08-25,632,93,91,refugees: 312	refugeeswelcome: 191	leavenoonebehind: 115	refugee: 114	unhcr: 74	children: 66	malaysia: 65	covid19: 63	rohingya: 63	help: 63	
2020-08-26,635,85,104,refugees: 331	refugeeswelcome: 163	refugee: 123	leavenoonebehind: 120	asylumseekers: 63	covid19: 52	unhcr: 47	help: 43	children: 43	peace: 39	
2020-08-27,819,128,108,refugees: 408	refugeeswelcome: 379	unhcr: 140	help: 140	children: 139	love: 134	justice: 133	peace: 133	leavenoonebehind: 125	refugee: 114	
2020-08-28,803,142,111,refugees: 311	refugeeswelcome: 239	leavenoonebehind: 147	banksy: 133	refugee: 130	asylumseekers: 108	seenotrettung: 93	covid19: 47	wirschaffendas: 45	hongkong: 35	
2020-08-29,586,130,76,refugees: 242	refugeeswelcome: 232	leavenoonebehind: 87	seenotrettung: 75	banksy: 73	louisemichel: 67	asylumseekers: 66	refugee: 62	swedenriots: 53	wirschaffendas: 32	
2020-08-30,436,131,66,refugees: 233	refugeeswelcome: 130	refugee: 66	asylumseekers: 62	wirschaffendas: 53	leavenoonebehind: 42	seenotrettung: 37	migrants: 31	migration: 27	merkel: 25	
2020-08-31,0,0,0,
