Date,Solidary,Anti-Solidary,Other,10 most common hashtags
2020-06-22,12,0,1,eusolidarity: 11	covid19: 7	coronavirus: 6	cohesionpolicy: 5	crii: 5	eurobonds: 1	public: 1	funds: 1	education: 1	healthcare: 1	
2020-06-23,9,1,3,eusolidarity: 9	covid19: 4	strongertogether: 3	eurobonds: 2	coronavirus: 2	transferunion: 2	lagos: 1	abuja: 1	nigeria: 1	africa: 1	
2020-06-24,9,3,6,eusolidarity: 9	practisewhateupreach: 5	1nt: 5	eu: 5	eurobonds: 5	ezb: 4	corona: 3	euro: 3	rezession: 2	transferunion: 2	
2020-06-25,9,1,6,unemployment: 9	interreg30: 9	eusolidarity: 9	eurobonds: 3	schuldenunion: 2	ard: 1	zdf: 1	euro: 1	fiskalregeln: 1	eurokrise: 1	
2020-06-26,11,10,6,eusolidarity: 11	exiteu: 6	eu: 5	interreg30: 4	transferunion: 4	eurobonds: 4	unemployment: 3	teameurope: 3	defundtheun: 3	europe: 2	
2020-06-27,4,4,3,eusolidarity: 3	schuldenunion: 3	csu: 3	eu: 3	transferunion: 2	target2: 2	eurobonds: 2	unemployment: 1	interreg30: 1	österreich: 1	
2020-06-28,2,1,2,eusolidarity: 2	regierung: 1	steuer: 1	gästen: 1	coronabonds: 1	transferunion: 1	who: 1	un: 1	europa: 1	deutschland: 1	
2020-06-29,11,3,7,eusolidarity: 11	coronavirus: 8	eurobonds: 7	merkel: 6	macron: 4	transferunion: 4	euro: 3	vonderleyen: 2	eu: 2	wiederaufbaufonds: 2	
2020-06-30,18,1,7,eusolidarity: 17	coronavirus: 11	eurobonds: 5	eu: 4	corona: 3	schuldenunion: 3	teameurope: 3	polonia4neighbours: 2	covid19: 2	ezb: 2	
2020-07-01,15,9,7,eusolidarity: 14	coronavirus: 8	schuldenunion: 8	eurobonds: 4	eu: 4	ecb: 2	eurocrisis: 2	euro: 2	eu2020de: 2	austerity: 2	
2020-07-02,3,4,3,eurobonds: 4	schuldenunion: 3	eusolidarity: 3	schuldenminister: 1	schulden: 1	grundrente: 1	rente: 1	fbnquestresearch: 1	corona: 1	coronamaerchen: 1	
2020-07-03,5,5,4,eurobonds: 6	schuldenunion: 4	ecb: 4	eusolidarity: 3	mutti: 1	ukraine: 1	zelensky: 1	smolii: 1	ustenko: 1	marchenko: 1	
2020-07-04,4,1,0,eusolidarity: 4	strongertogether: 3	coronavirus: 2	deutschland: 1	eurobonds: 1	merkelmussweg: 1	niewiedersozialismus: 1	niewiedercdu: 1	covid19: 1	unemployment: 1	
2020-07-05,2,1,2,eu: 4	eusolidarity: 2	cdu: 2	austerity: 1	lega: 1	eu2020de: 1	nextgenerationeu: 1	europaalleswasunsverbindet: 1	euruleoflaw: 1	takeovereurope: 1	
2020-07-06,6,4,3,eusolidarity: 6	euaid4interpreters: 4	eu: 3	1nt: 3	interpreting4eu: 3	schuldenunion: 2	deutschland: 2	practicewhateupreach: 2	practisewhateupreach: 2	eurobonds: 2	
2020-07-07,10,3,5,eusolidarity: 9	eurobonds: 5	eu: 3	schuldenunion: 2	belarus: 2	eu2020de: 2	afd: 2	coronabonds: 2	covid19: 2	coronavirus: 2	
2020-07-08,14,4,8,eusolidarity: 14	1nt: 7	eu: 6	euaid4interpreters: 6	interpreting4eu: 6	eurobonds: 6	practicewhateupreach: 5	merkel: 4	transferunion: 2	covid19: 2	
2020-07-09,6,7,5,eurobonds: 6	eusolidarity: 6	eu: 6	merkel: 5	euaid4interpreters: 2	1nt: 2	steuerzahler: 2	steuern: 2	euro: 2	nullzins: 2	
2020-07-10,7,2,2,eusolidarity: 7	euaid4interpreters: 3	practicewhateupreach: 3	1nt: 3	interpreting4eu: 2	eurecoveryfund: 1	klima: 1	eugreendeal: 1	eutheblueforce: 1	pulseofeurope: 1	
2020-07-11,1,1,0,eusolidarity: 1	euruleoflaw: 1	pulseofeurope: 1	covid19: 1	brexit: 1	eu: 1	austerity: 1	
2020-07-12,4,3,3,schuldenunion: 5	kurz: 4	eusolidarity: 3	eu: 2	europaunited: 2	europeisour: 2	freepoalnd: 2	österreich: 1	bundesregierung: 1	bundeskanzler: 1	
2020-07-13,3,2,8,eurobonds: 5	eusolidarity: 4	covid19: 3	schuldenunion: 2	omg: 2	politburo: 2	taxfreeheaven: 2	foolsparadise: 2	dailyinstructions: 2	fiasco: 2	
2020-07-14,3,1,6,eurobonds: 5	eusolidarity: 4	eu: 2	schulden: 1	eu27: 1	nextgenerationeu: 1	eu2020de: 1	angelamerkel: 1	eudieblauekraft: 1	pulseofeurope: 1	
2020-07-15,2,2,10,eurobonds: 8	eu: 3	transferunion: 3	schuldenunion: 2	italien: 2	eusolidarity: 2	coronomics: 2	euro: 2	leadingconversationswithfbnquest: 2	fbnquest: 2	
2020-07-16,2,5,3,transferunion: 4	corona: 3	nextgenerationeu: 2	eurobonds: 2	schuldenunion: 2	eugreendeal: 1	eusolidarity: 1	eutheblueforce: 1	fff: 1	pulseofeurope: 1	
2020-07-17,12,18,8,transferunion: 10	merkel: 9	schuldenunion: 8	eusolidarity: 8	eurobonds: 7	euco: 6	eu: 5	eurokrise: 4	covid19: 3	wiederaufbaufonds: 3	
2020-07-18,10,40,16,schuldenunion: 42	eu: 25	transferunion: 13	merkel: 7	eurobonds: 6	kurz: 6	wiederaufbau: 6	eusolidarity: 4	österreich: 4	euco: 4	
2020-07-19,4,20,12,eu: 15	schuldenunion: 13	transferunion: 10	eurobonds: 7	euco: 7	austerity: 6	kurz: 6	merkel: 5	euro: 5	cdu: 4	
2020-07-20,8,39,26,schuldenunion: 44	eugipfel: 24	eu: 20	transferunion: 17	merkel: 10	eurobonds: 10	euco: 8	corona: 8	steuererhöhungen: 7	kurz: 6	
2020-07-21,17,181,108,schuldenunion: 224	eu: 71	transferunion: 48	merkel: 47	eugipfel: 44	euco: 28	eurobonds: 27	cdu: 20	europa: 16	deutschland: 16	
2020-07-22,27,94,64,schuldenunion: 128	eu: 53	merkel: 30	eugipfel: 27	eusolidarity: 22	eubudget: 21	nextgenerationeu: 20	eurobonds: 18	transferunion: 17	europa: 14	
2020-07-23,3,20,20,schuldenunion: 26	eu: 12	eurobonds: 9	merkel: 5	cdu: 4	transferunion: 4	corona: 3	eugipfel: 3	eusolidarity: 3	euco: 2	
2020-07-24,2,13,14,schuldenunion: 17	eu: 9	eurobonds: 6	merkel: 6	euro: 5	cdu: 4	eusolidarity: 3	eugreendeal: 2	fdp: 2	strongertogether: 2	
2020-07-25,3,10,6,schuldenunion: 14	merkel: 5	eu: 5	eusolidarity: 3	transferunion: 3	ezb: 3	cdu: 3	fdp: 2	euro: 2	deutschland: 2	
2020-07-26,4,10,7,schuldenunion: 15	eusolidarity: 3	weidmann: 2	corona: 2	transferunion: 2	euro: 2	eurobonds: 2	seenotrettung: 2	merkel: 2	meinungsfreiheit: 2	
2020-07-27,5,6,7,schuldenunion: 6	eusolidarity: 5	eu: 4	merkel: 4	transferunion: 4	eurobonds: 3	euro: 3	ezb: 2	steuererhöhungen: 2	target2: 2	
2020-07-28,2,14,7,schuldenunion: 11	eu: 10	merkel: 6	transferunion: 5	eurobonds: 4	ezb: 3	fiskalunion: 2	wiederaufbaufonds: 2	afd: 2	euro: 2	
2020-07-29,5,10,5,schuldenunion: 7	eurobonds: 7	eu: 5	merkel: 5	eusolidarity: 5	werteunion: 4	kurz: 2	nextgenerationeu: 2	covid19: 2	cdu: 2	
2020-07-30,24,12,5,eusolidarity: 24	coronavirus: 18	eu: 9	transferunion: 7	eurobonds: 6	schuldenunion: 5	merkel: 4	cdu: 3	csu: 3	afd: 3	
2020-07-31,5,6,5,eurobonds: 6	eusolidarity: 5	schuldenunion: 4	merkel: 3	deutschland: 3	eu: 3	merkelmussweg: 2	covid19: 2	wiederaufbaufonds: 2	umverteilung: 2	
2020-08-01,3,5,6,schuldenunion: 5	eurobonds: 5	merkel: 4	eusolidarity: 3	eu: 3	covid19: 2	schlafmichel: 1	piigs: 1	frankreich: 1	eudssr: 1	
2020-08-02,3,3,4,schuldenunion: 3	eurobonds: 2	eusolidarity: 2	inflation: 2	euro: 2	eu: 2	vdl: 2	rezession: 2	transferunion: 2	target2: 2	
2020-08-03,2,6,6,schuldenunion: 3	eurobonds: 3	eusolidarity: 2	transferunion: 2	merkel: 2	fiscalunion: 2	ezb: 2	eu: 2	eu2020e: 1	eutheblueforce: 1	
2020-08-04,1,1,7,eurobonds: 6	africa: 2	netherlands: 1	eu: 1	europeanidea: 1	european: 1	dutch: 1	solidarity: 1	eusolidarity: 1	euvalues: 1	
2020-08-05,5,1,2,eusolidarity: 5	schuldenunion: 2	moria: 1	poewatcheseu: 1	eudieblauekraft: 1	pulseofeurope: 1	eurorettung: 1	coronabonds: 1	rente: 1	strongertogether: 1	
2020-08-06,8,1,5,eusolidarity: 8	covid19: 5	coronavirus: 4	eurobonds: 3	ue: 3	covid19bestcurevaca: 3	coronavirusde: 2	austerity: 2	b0108: 1	b2908: 1	
2020-08-07,13,0,4,eusolidarity: 13	resceu: 10	strongertogether: 4	eucivpro: 3	eurobonds: 2	iinvest: 1	treasurybills: 1	exiteu: 1	europa: 1	solidarität: 1	
2020-08-08,5,1,1,eusolidarity: 5	greece: 3	eu: 2	cyprus: 2	cdu: 1	merkel: 1	europeanunion: 1	eurobonds: 1	wiederaufbaufonds: 1	sactions: 1	
2020-08-09,2,1,4,eurobonds: 3	schuldenunion: 2	eusolidarity: 2	iinvest: 1	treasurybills: 1	equities: 1	investments: 1	goldstandard: 1	eurokrise: 1	turkey: 1	
2020-08-10,8,3,6,eusolidarity: 8	resceu: 3	covid19: 3	schuldenunion: 3	england: 3	europe: 3	austerity: 3	eurobonds: 2	sadc: 2	unitedagainstcoronavirus: 2	
2020-08-11,22,1,2,eusolidarity: 22	covid19: 11	cohesionpolicy: 10	healthcaresector: 10	coronavirus: 10	beirut: 2	eucivpro: 2	eutheblueforce: 2	resceu: 2	beirutexplosion: 1	
2020-08-12,13,2,2,eusolidarity: 13	eusolidarityfund: 8	strongertogether: 8	cohesionpolicy: 2	healthcaresector: 2	coronavirus: 2	covid19: 2	eu: 2	ezb: 2	libanon: 1	
2020-08-13,3,1,7,eusolidarity: 3	eurobonds: 3	eu: 3	schuldenunion: 2	beuteland: 1	belarus: 1	hongkong: 1	libanon: 1	europa: 1	euvalues: 1	
2020-08-14,7,2,4,eusolidarity: 8	eu: 5	eucivpro: 3	transferunion: 2	spd: 2	schuldenunion: 2	ezb: 2	groko: 2	merkel: 2	euro: 2	
2020-08-15,3,4,5,schuldenunion: 5	eu: 4	eusolidarity: 3	merkel: 3	eurobonds: 3	rechtsbruch: 1	untergang: 1	gutmenschen: 1	bahnhofsklatschern: 1	ard: 1	
2020-08-16,1,3,6,transferunion: 5	schuldenunion: 4	merkel: 3	ezb: 3	cdu: 2	csu: 2	spd: 2	eu: 2	euro: 2	beirut: 1	
2020-08-17,0,3,3,eurobonds: 2	eu: 2	euro: 2	schuldenunion: 2	ezb: 2	goodmorning: 1	hitler: 1	willkommenskultur: 1	energiewende: 1	coronakrise: 1	
2020-08-18,1,4,2,schuldenunion: 4	merkel: 2	cdu: 2	csu: 2	spd: 2	finanz: 1	eurokrise: 1	nie: 1	vorbei: 1	eusolidarity: 1	
2020-08-19,3,0,4,eurobonds: 3	eusolidarity: 3	eu: 2	finanztagung: 1	coronawiederaufbaufond: 1	staatenfinanzierung: 1	iinvest: 1	treasurybills: 1	equities: 1	investments: 1	
2020-08-20,4,2,2,coronavirus: 4	eusolidarity: 4	eurobonds: 2	schuldenunion: 2	iinvest: 1	treasurybills: 1	equities: 1	investments: 1	lebanon: 1	default: 1	
2020-08-21,6,1,2,eusolidarity: 4	eurobonds: 3	eu: 3	coronavirus: 2	covid19: 2	covenantlite: 1	clos: 1	emergingmarkets: 1	yourope: 1	coronabonds: 1	
2020-08-22,1,8,5,eu: 8	schuldenunion: 7	merkel: 5	cdu: 4	spd: 4	futschi: 4	ezb: 4	transferunion: 3	euro: 3	csu: 3	
2020-08-23,1,18,13,schuldenunion: 21	eu: 9	scholz: 7	eurobonds: 6	transferunion: 6	spd: 4	schäuble: 4	corona: 4	schaufensterkandidat: 3	schulden: 3	
2020-08-24,7,15,10,schuldenunion: 19	eu: 7	eusolidarity: 7	transferunion: 5	spd: 3	eurobonds: 3	scholz: 3	schäuble: 2	europa: 2	pigs: 2	
2020-08-25,8,9,11,schuldenunion: 11	eusolidarity: 8	eurobonds: 5	transferunion: 4	eu: 4	corona: 3	euro: 2	scholz: 2	staatsverschuldung: 2	deutschland: 2	
2020-08-26,13,1,3,eusolidarity: 12	eurobonds: 3	schuldenunion: 2	sindh: 1	covid19: 1	strongertogether: 1	teameurope: 1	coronavirus: 1	corona: 1	kurzarbeitergeld: 1	
2020-08-27,4,3,3,eusolidarity: 4	eurobonds: 3	schuldenunion: 2	belarus: 1	poewatcheseu: 1	eutheblueforce: 1	pulseofeurope: 1	corona: 1	exiteu: 1	ukrexit: 1	
2020-08-28,4,3,1,eusolidarity: 4	belarus: 2	poewatcheseu: 2	eutheblueforce: 2	pulseofeurope: 2	eu27: 1	gymnich: 1	covid19: 1	euforeign: 1	austerity: 1	
2020-08-29,3,3,4,spd: 4	deutschland: 3	eusolidarity: 3	eu: 3	scholz: 2	transferunion: 2	sed: 2	cdu: 2	gruene: 2	berlin: 2	
2020-08-30,3,4,2,eusolidarity: 3	eurobonds: 2	schuldenunion: 2	eu: 2	coronavirus: 2	demokratie: 1	maskenpflicht: 1	demoverbot: 1	versammlungsverbot: 1	steuererhöhungen: 1	
2020-08-31,0,0,0,
